name,address,zipCode,contactName,contactPhone,website,profileUrl,jobCostMin,jobCostMax,licenseNumber,averageRating,followers,following,badgeCount,projectCount,reviewCount,commentCount
Boardwalk Builders Inc.,%!s(bool=false),%!s(bool=false),:,(310) 312-0303,http://www.boardwalk-inc.com/,http://www.houzz.com/pro/richmon12/boardwalk-builders-inc,null,null,null,null,0,0,null,0,null,null
All Cities Construction,333 Linden Ave,90802,"George Ajrab, Owner",(562) 591-2091,null,null,null,null,null,null,null,null,null,null,null,null
LIM Home solutions,%!s(bool=false),%!s(bool=false),:,(916) 600-4543,null,http://www.houzz.com/pro/kishkashta/lim-home-solutions,null,null,null,null,1,0,null,0,null,null
B & C Construction,399 E Harrison St Ste C,92879,null,(951) 736-6555,null,null,null,null,null,null,null,null,null,null,null,null
AM CORP,%!s(bool=false),%!s(bool=false),Art Monte,%!s(bool=false),null,http://www.houzz.com/pro/artmonte/am-corp,null,null,null,null,0,0,null,0,null,null
Holyak Construction,27940 Solamint Rd,91387,null,(661) 250-9575,null,null,null,null,null,null,null,null,null,null,null,null
Camino Real Builders,%!s(bool=false),91006,Steve Minick,(626) 447-0715,null,http://www.houzz.com/pro/ussarcadia/camino-real-builders,null,null,null,null,0,0,null,0,null,null
Faith Trim Inc.,5701 S Main St,90037,"Evaristo Moreno, President",(323) 238-0562,null,null,null,null,null,null,null,null,null,null,null,null
Tst Construction Inc,%!s(bool=false),92308,troy states,(760) 961-7017,null,http://www.houzz.com/pro/troystates/tst-construction-inc,null,null,null,null,0,0,null,0,null,null
Best Michael,345 Juel St,92544,Michael Best,(951) 927-9534,null,null,null,null,null,null,null,null,null,null,null,null
Regency Kitchens Inc,6085 W Pico Blvd,90035,"Christine Beck, Manager",(323) 937-0668,null,null,null,null,null,null,null,null,null,null,null,null
Prime Point Contractors,6740 Kester Ave,91405,null,(818) 785-4260,null,null,null,null,null,null,null,null,null,null,null,null
Cody Best,%!s(bool=false),%!s(bool=false),:,(310) 941-5827,null,http://www.houzz.com/pro/cody5827/cody-best,null,null,null,null,1,0,null,0,null,null
Murguia's Construction,12116 Downey Ave,90242,null,(562) 923-8190,null,null,null,null,null,null,null,null,null,null,null,null
SERVPRO - Riverside,9313 Narnia Dr,92503,null,(909) 883-7407,null,null,null,null,null,null,null,null,null,null,null,null
PWD-HSC Inc,17287 Ventura Blvd,91316,null,(818) 728-9500,null,null,null,null,null,null,null,null,null,null,null,null
Cunningham Davis Corp,PO Box 729,92320,"Bill Davis, Owner",(909) 795-5090,null,null,null,null,null,null,null,null,null,null,null,null
L & T Construction,Po Box 470722,90047,"Leon Thomas, President",(213) 243-7481,null,null,null,null,null,null,null,null,null,null,null,null
jfs construction,%!s(bool=false),91436,john safri,%!s(bool=false),http://jfscgi@aol.com,http://www.houzz.com/pro/johnsafri/jfs-construction,null,null,null,null,1,0,null,0,null,null
The Courtyard Apartments,21501 S Vermont Ave,90502,"Katina Torino, Owner",(310) 533-5000,null,null,null,null,null,null,null,null,null,null,null,null
Russell Construction Company,241 S Brent St,93003,"Mel Russell, Manager",(805) 644-1554,null,null,null,null,null,null,null,null,null,null,null,null
Codys Coner,%!s(bool=false),90250,Cody Brissenden,(424) 269-8317,null,http://www.houzz.com/pro/wyocody67/codys-coner,null,null,null,null,0,0,null,0,null,null
Sazeh Construction & Development Corp.,5626 Valley Circle Blvd,91367,"Jack Vahdat, Owner",(818) 887-9534,null,null,null,null,null,null,null,null,null,null,null,null
EMT Concourse Inc.,%!s(bool=false),%!s(bool=false),:,(626) 926-8953,null,http://www.houzz.com/pro/intats/emt-concourse-inc,null,null,null,null,0,0,null,0,null,null
Swinerton,5383 E Paoli Way,90803,Frank Foellmer,(949) 294-8494,null,http://www.houzz.com/pro/ffoellmer/swinerton,null,null,000092,null,0,0,null,0,null,null
FG Construction Inc.,%!s(bool=false),90260,Fred Gutierrez,%!s(bool=false),null,http://www.houzz.com/pro/derf1234/fg-construction-inc,null,null,806049,null,1,0,null,0,null,null
gabrielflores,%!s(bool=false),%!s(bool=false),:,(562) 715-1180,null,http://www.houzz.com/pro/gabrielflores/gabrielflores,null,null,null,null,0,0,null,0,null,null
JR Scalise Constructions,%!s(bool=false),91024,JR Scalise,(626) 802-7442,null,http://www.houzz.com/pro/jrscltd/jr-scalise-constructions,null,null,null,null,0,0,null,0,null,null
Nrc Construction,2013 S Grand Ave,90007,null,(323) 284-7928,null,null,null,null,null,null,null,null,null,null,null,null
Magnum Builders Inc.,400 W 5th St,90731,null,(310) 833-4422,null,null,null,null,null,null,null,null,null,null,null,null
DUNHAMS FINISH CARPENTRY,Bypass,92401,null,(909) 381-0822,null,null,null,null,null,null,null,null,null,null,null,null
Vault Construction Inc,33625 Brushy Hollow Dr,92399,null,(909) 797-7121,null,null,null,null,null,null,null,null,null,null,null,null
Bill Hinojosa Construction,%!s(bool=false),91722,Bill Hinojosa,(626) 523-8491,null,http://www.houzz.com/pro/billhinojosa/bill-hinojosa-construction,null,null,null,null,0,0,null,0,null,null
Custom Molding Company,11126 Tuxford St,91352,"Bill Schaeffer, Owner",(818) 768-6034,null,null,null,null,null,null,null,null,null,null,null,null
Woodcliff Corp,11406 Exposition Blvd,90064,null,(310) 444-0077,null,null,null,null,null,null,null,null,null,null,null,null
Douglas Morris Construction,%!s(bool=false),90275,Douglas Morris,%!s(bool=false),null,http://www.houzz.com/pro/douglasmorrisgbc/douglas-morris-construction,null,null,452831,null,0,0,null,0,null,null
Parkwest Construction Co,720 N Eureka St,92374,"Ron Moore, Supervisor",(909) 798-1333,null,null,null,null,null,null,null,null,null,null,null,null
Diamonte George Construction Co Inc,null,90240,null,(562) 862-9558,null,null,null,null,null,null,null,null,null,null,null,null
Apple Valley Glass Inc,20983 Bear Valley Rd,92308,"Michael Silveroli, Owner",(760) 247-8003,null,null,null,null,null,null,null,null,null,null,null,null
Peninsula Design & Remodeling,300 Tejon Pl,90274,null,(310) 465-1094,null,null,null,null,null,null,null,null,null,null,null,null
Paul Harris Jr Geneneral Contractor,%!s(bool=false),91380,Paul,(661) 296-6300,null,http://www.houzz.com/pro/pharrisbuild/paul-harris-jr-geneneral-contractor,null,null,471325,null,0,0,null,0,null,null
Andrews Welness,%!s(bool=false),91733,Andrews,(402) 968-1555,null,http://www.houzz.com/pro/thepowerlinks/andrews-welness,null,null,null,null,0,0,null,0,null,null
California Longhorn Construction,%!s(bool=false),93004,Tracy Sutton,(805) 620-7169,http://www.californialonghorn.com,http://www.houzz.com/pro/suttontracy/california-longhorn-construction,null,null,null,null,2,0,null,0,null,null
Egal Construction Co.,2934 Mary St,91214,"Eric Alaverdian, Owner",(818) 957-6286,null,null,null,null,null,null,null,null,null,null,null,null
Atcalm Builders Inc,%!s(bool=false),%!s(bool=false),:,(323) 869-4998,null,http://www.houzz.com/pro/atcalm/atcalm-builders-inc,null,null,null,null,1,0,null,0,null,null
Cossey Property Services,%!s(bool=false),91702,Tim Cossey,%!s(bool=false),null,http://www.houzz.com/pro/tcossey/cossey-property-services,null,null,null,null,0,0,null,0,null,null
Alta Construction Inc,369 east blaint street,92879,Rick McPheeters,(714) 338-9165,http://www.altacontracting.com,http://www.houzz.com/pro/richard1-55/alta-construction-inc,null,null,890027,null,0,0,null,0,null,null
Mr. Handyman - Redondo Beach,4001 Inglewood Ave # 101-125,90278,"Steve Biehler, Owner",(310) 379-3900,null,null,null,null,null,null,null,null,null,null,null,null
KML Group,%!s(bool=false),90049,Kirk Lazaruk,(818) 421-5546,http://www.kmlgroup.com,http://www.houzz.com/pro/kirklaz/kml-group,null,null,null,null,0,0,null,0,null,null
Alarcon & Sons Inc,5111 Gayhurst Ave,91706,"Sam Alarcon, President",(626) 960-6979,null,null,null,null,null,null,null,null,null,null,null,null
CK CONSTRUCTION,3632 Maplewood Ave,90066,null,(310) 391-5100,null,null,null,null,null,null,null,null,null,null,null,null
Atm Pro Inc,7200 Woodman Ave,91405,null,(818) 786-0533,null,null,null,null,null,null,null,null,null,null,null,null
The Westside Company,null,90403,"Eric C Faber, Co Founder",(310) 943-9224,null,null,null,null,null,null,null,null,null,null,null,null
Tony Carlos Construction Inc.,%!s(bool=false),93022,Tony Carlos,(805) 340-9875,null,http://www.houzz.com/pro/tony0725/tony-carlos-construction-inc,null,null,null,null,0,0,null,0,null,null
Delco Construction,1495 W 9Th St Ste 508,91786,"Dennis Lloyd, Owner",(909) 981-3114,null,null,null,null,null,null,null,null,null,null,null,null
Ojai Home Improvements,1209 Park Rd,93023,null,(805) 640-0853,null,null,null,null,null,null,null,null,null,null,null,null
"Real Remodeling, inc.",%!s(bool=false),91423,Allie,(818) 823-4068,null,http://www.houzz.com/pro/realremodelinginc/real-remodeling-inc,null,null,null,null,0,0,null,0,null,null
Sun Window Coverings,1777 W Arrow Rte Ste 401,91786,"Tony Jorritsma, Owner",(909) 946-7155,null,null,null,null,null,null,null,null,null,null,null,null
Keyes Contracting and Construction Company,3659 W 64th St,90043,null,(323) 294-4086,null,null,null,null,null,null,null,null,null,null,null,null
Into Construction Inc.,33565 Thyme Ln,92563,"Kevin Kries, Owner",(951) 672-2671,null,null,null,null,null,null,null,null,null,null,null,null
All Way Construction Co,20259 Kinzie St,91311,"Bong Lee, Owner",(818) 709-1667,null,null,null,null,null,null,null,null,null,null,null,null
Affiliated Builders,21840 Schoenborn St Apt 10,91304,null,(818) 992-7887,null,null,null,null,null,null,null,null,null,null,null,null
ray lerro,%!s(bool=false),%!s(bool=false),:,(760) 508-7176,null,http://www.houzz.com/pro/raypatio/ray-lerro,null,null,null,null,0,0,null,0,null,null
O'Neill Development,34466 Camino El Molino,92624,"Steve Oneill, Owner",(949) 248-7949,null,null,null,null,null,null,null,null,null,null,null,null
Gq Services The Handyman,2837 W Sunset Blvd,90026,null,(213) 483-3711,null,null,null,null,null,null,null,null,null,null,null,null
D Z Construction,3259 Sunnier Cir,92882,"David Zesk, Owner",(951) 736-8102,null,null,null,null,null,null,null,null,null,null,null,null
Shradercorp,3338 Durahart St,92507,"Richard Shrader, Owner",(951) 682-8924,null,null,null,null,null,null,null,null,null,null,null,null
Nm Construction,4707 Townsend Ave,90041,"Douglas Santis, Executive",(323) 255-1085,null,null,null,null,null,null,null,null,null,null,null,null
Mrb Contractors,12416 Whitehaven St,92344,null,(760) 947-4689,null,null,null,null,null,null,null,null,null,null,null,null
ocshomebuilders,%!s(bool=false),91351,ulises orozco,%!s(bool=false),null,http://www.houzz.com/pro/ocshomebuilders/ocshomebuilders,null,null,null,null,0,0,null,0,null,null
MR NOZZLE INC.,439 E Harrison St Ste B,92879,null,(951) 273-7532,null,null,null,null,null,null,null,null,null,null,null,null
"Conquest GBC, Inc.",%!s(bool=false),93065,Jim,(805) 520-7803,http://conquestgbc.com/,http://www.houzz.com/pro/conquestgbc/conquest-gbc-inc,null,null,null,null,0,0,null,0,null,null
Marathon Construction Co,784 W Channel St,90731,null,(310) 457-2905,null,null,null,null,null,null,null,null,null,null,null,null
Romani Construction,500 E Lemon Ave,91006,"Jim Romani, Owner",(626) 442-2292,null,null,null,null,null,null,null,null,null,null,null,null
E B ELECTRIC,7286 Sonoma Ave,91701,"Edward Busbillos, Owner",(909) 941-4624,null,null,null,null,null,null,null,null,null,null,null,null
Kenneth builders,%!s(bool=false),%!s(bool=false),:,(805) 404-8297,null,http://www.houzz.com/pro/ksaczynski/kenneth-builders,null,null,null,null,0,0,null,0,null,null
DIVCON,741 Arcturus Ave,93033,"Ted Roche, President",(805) 488-6428,null,null,null,null,null,null,null,null,null,null,null,null
H W HOLMES INC.,266 Mobil Ave Ste 202,93010,"Hoyt Holmes, Owner",(805) 383-9929,null,null,null,null,null,null,null,null,null,null,null,null
Bidamerica,41085 Elm St,92562,"Steven Dumales, Manager",(951) 677-4819,null,null,null,null,null,null,null,null,null,null,null,null
A 1 Windows & Doors,16122 Orange Ave,90723,null,(562) 633-1090,null,null,null,null,null,null,null,null,null,null,null,null
M F Construction Inc.,23679 Calabasas Rd,91302,"Marc Sutterman, President",(818) 999-4455,null,null,null,null,null,null,null,null,null,null,null,null
C & H Construction,983 N Shaver St,91746,null,(805) 495-0679,null,null,null,null,null,null,null,null,null,null,null,null
R H Cox Construction,2630 La Cienega Ave,90034,null,(310) 842-8100,null,null,null,null,null,null,null,null,null,null,null,null
GAVEET CONSTRUCTION WATERPROOTING & DECK COATING,7757 Shady Cove Ave,91504,"Norm Hovsepian, Owner",(818) 504-6440,null,null,null,null,null,null,null,null,null,null,null,null
Rogers Construction Services,247 east 94th street,90003,Julian Rogers,(323) 992-5739,null,http://www.houzz.com/pro/julianrogers/rogers-construction-services,null,null,null,null,0,0,null,0,null,null
JC Construction,7300 Fulton Ave Unit B,91605,null,(818) 764-8007,null,null,null,null,null,null,null,null,null,null,null,null
Anderson Construction Services Inc,10926 Cleveland Ave,92503,Ron Anderson,(951) 351-4428,null,null,null,null,null,null,null,null,null,null,null,null
Perfection Remodeling Services,null,90291,null,(310) 301-9114,null,null,null,null,null,null,null,null,null,null,null,null
RYAN TIM CONSTRUCTION,125 E Santa Clara St Ste 19,91006,"Andy Groenveld, Manager",(626) 358-2156,null,null,null,null,null,null,null,null,null,null,null,null
Buzco Construction Co Inc,25202 Crenshaw Blvd Ste 300,90505,"Diane Meise, Manager",(310) 326-5531,null,null,null,null,null,null,null,null,null,null,null,null
See Construction,8700 Santa Monica Blvd,90069,null,(310) 657-5150,null,null,null,null,null,null,null,null,null,null,null,null
Gana Construction & Steel Fab,1568 E Grand Ave,91766,"David Kwak, President",(909) 620-8226,null,null,null,null,null,null,null,null,null,null,null,null
Goodpaster Construction,57917 Juarez Dr,92284,"Joe Goodpaster, Owner",(760) 228-1985,null,null,null,null,null,null,null,null,null,null,null,null
Express Contractors,11625 Industry Ave,92337,"Amaer Alhamwi, President",(951) 360-6500,null,null,null,null,null,null,null,null,null,null,null,null
WILEY PROPERTY INSPECTIONS,1392 Montgomery Rd,91360,"Dick Wiley, Owner",(805) 495-1771,null,null,null,null,null,null,null,null,null,null,null,null
Jf Shea Co. Inc.,3201 Wheeler Ave,91750,"Jack Herrington, Manager",(909) 392-1801,null,null,null,null,null,null,null,null,null,null,null,null
lj prop,%!s(bool=false),91501,raffi,(818) 731-1431,null,http://www.houzz.com/pro/raffimark/lj-prop,null,null,null,null,0,0,null,0,null,null
STORM TIGHT ROOFING,11656 Mount Waverly Ct,91737,null,(909) 597-8217,null,null,null,null,null,null,null,null,null,null,null,null
corbin,%!s(bool=false),91711,rob,(909) 621-5152,null,http://www.houzz.com/pro/rob-corbin20/corbin,null,null,null,null,0,0,null,0,null,null
Kevin S. Roach General Building Contractor,null,91360,null,(805) 499-9907,null,null,null,null,null,null,null,null,null,null,null,null
Usa Sakai,22117 1/2 S Vermont Ave,90502,"Nab Iizuka, Owner",(310) 782-6037,null,null,null,null,null,null,null,null,null,null,null,null
Heatherington Construction,null,%!s(bool=false),null,(626) 676-2111,null,null,null,null,null,null,null,null,null,null,null,null
The Rooter Doctor,null,93030,null,(805) 832-2171,null,null,null,null,null,null,null,null,null,null,null,null
J Tap Construction,1349 W Date St,93033,"Juan Tapia, Owner",(805) 487-7121,null,null,null,null,null,null,null,null,null,null,null,null
Babineau Construction,68 Malibu Colony Rd,90265,null,(310) 456-6342,null,null,null,null,null,null,null,null,null,null,null,null
Magma Builders,4804 Laurel Canyon Blvd,91607,null,(818) 985-8900,null,null,null,null,null,null,null,null,null,null,null,null
Shade-Loc Windows,17528 Studebaker Rd,90703,null,(562) 809-8181,null,null,null,null,null,null,null,null,null,null,null,null
IAM Interior Corp,%!s(bool=false),90010,Chris Lee,(323) 989-3169,null,http://www.houzz.com/pro/iaminterior/iam-interior-corp,null,null,null,null,0,0,null,0,null,null
VOGUE BH,%!s(bool=false),90210,ALEX NEE,(310) 275-9700,null,http://www.houzz.com/pro/alexieandson/vogue-bh,null,null,null,null,0,0,null,0,null,null
Forster Construction,%!s(bool=false),%!s(bool=false),:,(760) 310-7079,null,http://www.houzz.com/pro/danielforster/forster-construction,null,null,null,null,0,0,null,0,null,null
LOPEZ ENGINEERING,2467 1st St,91750,"Louis Lopez, Owner",(909) 392-5826,null,null,null,null,null,null,null,null,null,null,null,null
Noah Jin,3550 W 6th St,90020,Jin Noah,(213) 384-7579,null,null,null,null,null,null,null,null,null,null,null,null
Prestige Flooring & Restoration,%!s(bool=false),%!s(bool=false),:,%!s(bool=false),null,http://www.houzz.com/pro/1prestige/prestige-flooring-and-restoration,null,null,null,null,1,0,null,0,null,null
Gates Brothers' Construction,23689 Cruise Circle Dr,92587,"Tom Gates, Executive",(951) 244-0482,null,null,null,null,null,null,null,null,null,null,null,null
APEX CONTRACTORS,23705 Vanowen St,91307,null,(310) 277-5523,null,null,null,null,null,null,null,null,null,null,null,null
Bel-Air Construction,26802 Cold Springs Street,90301,Geoffrey Axelrod,(310) 403-3916,http://Bel-airconstruction.com,http://www.houzz.com/pro/belair1/bel-air-construction,null,null,595181,null,1,0,null,0,null,null
Clean Glass Installation,%!s(bool=false),91343,Robert Elmquist,(818) 437-4453,null,http://www.houzz.com/pro/relmquist/clean-glass-installation,null,null,null,null,0,0,null,0,null,null
sales,10219 kauffman ave,90280,juan gonzalez,(323) 537-2585,null,http://www.houzz.com/pro/irmadeluna/sales,null,null,null,null,0,0,null,0,null,null
W T B Construction Co,27910 Wellston Dr,91350,null,(661) 297-3905,null,null,null,null,null,null,null,null,null,null,null,null
Conteco Inc.,1800 Century Park E,90067,null,(310) 446-8400,null,null,null,null,null,null,null,null,null,null,null,null
HANDY HUSBAND - GENERAL CONTRACTOR,null,92284,null,(760) 365-4207,null,null,null,null,null,null,null,null,null,null,null,null
jason gonyea construction,%!s(bool=false),91321,jason gonyea,(661) 714-1635,null,http://www.houzz.com/pro/jasongonyea/jason-gonyea-construction,null,null,null,null,0,0,null,0,null,null
Melfred Industrial Services,10731 Hollister Rd,92344,null,(760) 948-1131,null,null,null,null,null,null,null,null,null,null,null,null
Sun Painting Co,620 Beverly Dr,91006,"Sun Swan, Owner",(626) 447-5436,null,null,null,null,null,null,null,null,null,null,null,null
Kim Charlie C,1531 W Redondo Beach Blvd,90247,Charlie Kim,(323) 664-0560,null,null,null,null,null,null,null,null,null,null,null,null
Workman Construction Inc,212 W Tedrow Dr,91740,null,(626) 914-8053,null,null,null,null,null,null,null,null,null,null,null,null
Coast Cities Construction,14111 Freeway Dr Ste 300,90670,null,(562) 404-3637,null,null,null,null,null,null,null,null,null,null,null,null
Morley Construction Inc,2901 28th St Ste 100,90405,null,(310) 399-1600,null,null,null,null,null,null,null,null,null,null,null,null
MILGARD MFG INC,26879 Diaz Rd,92590,"James Buxton, Plant Mgr",(951) 296-1400,null,null,null,null,null,null,null,null,null,null,null,null
KVan,%!s(bool=false),92545,Kris Van,%!s(bool=false),http://www.vanslandscape.com,http://www.houzz.com/pro/kvan/kvan,null,null,null,null,0,0,null,0,null,null
artisan builders,%!s(bool=false),91788,aaron agopian,(909) 595-7266,null,http://www.houzz.com/pro/lpiaaron/artisan-builders,null,null,null,null,0,0,null,0,null,null
flawless construction,Tujunga Cyn Blvd,91042,Rochelle Ruiz,(818) 658-6917,null,http://www.houzz.com/pro/fairyrochelle818/flawless-construction,null,null,null,null,0,0,null,0,null,null
Cinejo Valley Electric,993 Westbend Rd,91362,null,(805) 497-7711,null,null,null,null,null,null,null,null,null,null,null,null
Promaster Development Inc,20803 Valley Blvd Ste 106,91789,null,(909) 595-8666,null,null,null,null,null,null,null,null,null,null,null,null
R G Specialty Development Remodeling Division,9800d Topanga Canyon Blvd Ste 130,91311,null,(818) 340-4446,null,null,null,null,null,null,null,null,null,null,null,null
P J Designs Unlimited,PO Box 453,92352,"Paul Alvich, Owner",(909) 337-2065,null,null,null,null,null,null,null,null,null,null,null,null
Advantage Homes,340 Rosewood Ave Ste C,93010,null,(805) 644-6528,null,null,null,null,null,null,null,null,null,null,null,null
Rice Construction,%!s(bool=false),%!s(bool=false),:,(760) 408-6426,null,http://www.houzz.com/pro/tomrice65/rice-construction,null,null,null,null,0,0,null,0,null,null
M J Mor Builder,null,91101,null,(626) 798-6567,null,null,null,null,null,null,null,null,null,null,null,null
Erica,null,91201,null,(818) 242-4039,null,null,null,null,null,null,null,null,null,null,null,null
