jobCostMin,profileUrl,reviewCount,contactPhone,name,licenseNumber,website,zipCode,commentCount,followers,contactName,address,following,badgeCount,projectCount,jobCostMax,averageRating
,http://www.houzz.com/pro/reaumeconstructiondesign/reaume-construction-and-design,7,(626) 215-7810,Reaume Construction & Design,660204,http://www.reaumeconstruction.com,91103,114,553,David Reaume,"101 North Grand Ave, #15",23,8,42,,4.7
,http://www.houzz.com/pro/structurehome/structure-home,2,(818) 598-1330 ext. 115,Structure Home,721043,http://www.StructureHome.com,91367,19,197,Structure Home,21101 Oxnard Street,27,4,21,,5.0
,http://www.houzz.com/pro/goodfellas-construction/goodfellas-construction,23,(877) 728-9611,GOODFELLAS CONSTRUCTION,,http://WWW.GOODFELLASCONSTRUCTION.NET,False,9,288,Anne S.,False,484,5,35,,4.8
,http://www.houzz.com/pro/24designconstruction/24-design-construction,16,(866) 344-4252,24 Design Construction,984863,http://24designconstruction.com/,90036,39,216,Jason Aizenberg,5455 Wilshire Blvd,109,6,34,,5.0
,http://www.houzz.com/pro/tnoroian/tnt-simmonds,16,(818) 985-4868,TNT Simmonds,888520,http://TNTsimmonds.com,91406,44,233,Teresa Noroian,7916 Woodley Ave.,59,6,25,,5.0
,http://www.houzz.com/pro/sean071/regal-construction-and-remodeling-inc,20,(818) 340-1700,Regal Construction & Remodeling Inc.,909023,http://www.regalrenovation.com,91356,38,94,Sean Aichel,19537 1/2 Ventura Blvd,27,5,22,,4.8
,http://www.houzz.com/pro/danabensonconstruction/dana-benson-construction,10,(818) 874-1418,DANA BENSON CONSTRUCTION,B-841251,http://www.danabensonconstruction.com,91361,35,233,Dana Benson,31826 Village Center Rd.,67,3,10,,5.0
50000,http://www.houzz.com/pro/socalcontractor/socal-contractor,38,(310) 774-6498,SoCal Contractor,,http://SoCalContractor.com,90034,935,1973,Roy Yerushalmi,3289 Veteran Ave,503,8,65,15000000,4.9
,http://www.houzz.com/pro/patrickdoan/supreme-remodeling-inc,12,(877) 572-6579,Supreme Remodeling Inc,939981,http://www.supremeremodelinginc.com,91411,10,90,Supreme Remodeling,14545 Victory Blvd,116,4,53,,4.9
,http://www.houzz.com/pro/candcpartnersdesignbuild/c-and-c-partners-design-build-firm,4,(310) 322-0803,C & C Partners Design/Build Firm,654337,http://www.candcpartners.com,90254,4,207,Patrick Cunningham,1601 Pacific Coast Highway # 160,30,3,18,,5.0
,http://www.houzz.com/pro/precisehomebuilders/precise-home-builders,33,(800) 805-0692,Precise Home Builders,515469,http://www.precisehomebuilders.com,91335,33,299,Moshe / Dino,6924 Canby Ave,384,5,48,,4.8
,http://www.houzz.com/pro/agaconstructioninc/aga-construction-inc,29,(818) 996-7575,AGA Construction Inc,918705,http://www.losangelesrenovations.com,91356,13,259,Ariel Azriel,18375 Ventura Blvd. #548,856,3,38,,4.9
,http://www.houzz.com/pro/campbellconstructioninc805/campbell-construction-inc,6,(805) 844-8755,Campbell Construction Inc.,,http://campbellconstructioninc.net,93035,6,63,Philip Campbell,144 Oxnard Ave.,89,2,10,,5.0
,http://www.houzz.com/pro/landmarkbuildinginc/landmark-building-inc,24,(323) 697-8322,Landmark Building Inc,967613,http://www.landmarkbuilding.build,90027,19,162,Jason Houck,4636 & 1/2 Clarissa Ave.,17,8,25,,5.0
,http://www.houzz.com/pro/bmvconstruction/bmv-construction,23,(800) 595-3298,BMV Construction,872939,http://www.bmv-construction.com,90606,21,200,Bud Villalobos,11606 E Washington Blvd #D,145,7,42,,4.6
,http://www.houzz.com/pro/patrick-ahounber/modaainccom,6,(818) 760-4573,Modaainc.com,920856,http://www.modaainc.com,91604,28,143,Patrick Ahounber,12400 Ventura Blvd. Suite 104,89,5,11,,5.0
,http://www.houzz.com/pro/naturalwalls/naturalwalls,9,(626) 676-4212,Naturalwalls,CA# 783751,http://www.naturalwalls.com,91024,2,38,Scott Nelson,80 W. Sierra Madre Blvd. #417,66,3,22,,5.0
,http://www.houzz.com/pro/hlsremodel/hls-remodeling-and-design-inc,8,(818) 968-9500,HLS Remodeling and Design Inc.,991899,http://www.hlsremodel.com,91335,17,50,Mike Hen,False,17,3,4,,4.5
25000,http://www.houzz.com/pro/motamedillc/reliance-design-build-remodel,6,(310) 498-3983,"Reliance Design, Build, Remodel",,http://www.reliancedbr.com,90025,34,71,Behrang (Ben) Motamedi,11870 Santa Monica Blvd. Unit 106690,17,3,17,350000,5.0
,http://www.houzz.com/pro/karenmk/fidelity-general-contractors-inc,30,(855) 855-8088,Fidelity General Contractors Inc.,912433,http://www.fidelitygc.com,91316,94,203,Karen MK,By Appointment Only,21,7,26,,4.5
,http://www.houzz.com/pro/conowl/construction-owl,5,(877) 996-9548,Construction Owl,870657,http://www.constructionowl.com,91436,43,98,Construction Owl,16656 Ventura Blvd STE #201,27,4,34,,5.0
,http://www.houzz.com/pro/bynoah/noah-construction-and-design,53,(818) 642-8846,Noah Construction & Design,937376,http://www.ByNoah.com,91335,56,209,Nomi Hazan & Ori Sakal,6919 Jamieson Ave,56,8,41,,4.7
,http://www.houzz.com/pro/zionconstructionlosangeles/zion-construction-and-design-inc,9,(818) 888-9466,"Zion Construction & Design, Inc.",917195,http://www.ZionConstructionLosAngeles.com,91303,8,67,Zion Mizrahi,21307 Gault St.,86,6,15,,4.8
,http://www.houzz.com/pro/greenworks995511/green-works-construction-and-design-inc,12,(888) 513-8444,Green Works Construction & Design Inc,936962,http://greenworks-construction.com,91364,5,92,Omri Moalem,20301 ventura blvd #222,4,3,12,,5.0
,http://www.houzz.com/pro/laksman/rl-remodeling,6,(888) 324-1144,RL Remodeling,885032,http://www.rl-remodeling.com,91364,41,41,RL  Remodeling (888)324-1144,22817 Ventura blvd,423,2,11,,4.8
,http://www.houzz.com/pro/lior323/hillstar-construction-services,7,(818) 433-0121,Hillstar Construction Services,972213,http://hillstarla.com/,91411,9,68,ROYE or LIOR M,5627 Sepulveda Boulevard,60,4,9,,5.0
,http://www.houzz.com/pro/rkcbuilders/rkc-builders-inc,11,(888) 752-2845,RKC Builders Inc,947005 B,http://www.rkcbuilders.com,91752,11,67,Kyle Killam,125235 Limonite Ave #440-425,1,4,19,,4.2
,http://www.houzz.com/pro/tellus1/tellus-design-build,19,(844) 283-5587,Tellus Design + Build,940719,http://www.tellusdesignbuild.com,90049,19,181,Jesse Fowler,11693 San Vicente Blvd #161,0,5,14,,5.0
,http://www.houzz.com/pro/aaadevelopment/aaa-development-inc,19,(805) 482-7191,"AAA Development, Inc.",897040,http://www.aaadevelopment.biz,93012,14,127,Mike Seay,"575 South Dawson Drive, Suite 203",121,6,24,,5.0
,http://www.houzz.com/pro/abclosangeles/advanced-builders-and-contractors,39,(888) 930-1030,Advanced Builders and Contractors,,http://www.ABCLosAngeles.com,91356,11,215,Nick Cohen,19528 Ventura Blvd #120,1028,6,41,,5.0
,http://www.houzz.com/pro/randygwinter/randal-g-winter-construction-inc,12,(661) 799-8089,Randal G. Winter Construction Inc.,395715,http://www.rgwinter.com,91355,7,100,Randal Winter,"28348 Constellation Road, Suite 810",3,3,35,,5.0
,http://www.houzz.com/pro/kasisconstruction/kasis-construction-inc,4,(818) 908-1374,Kasis Construction Inc.,B-949265,http://kasisconstruction.com,91405,11,126,Gabriel Abikasis,7621 Tobias Ave,26,5,8,,5.0
,http://www.houzz.com/pro/cornellcustombuilder/cornell-custom-homes-inc,5,(909) 628-3333,"Cornell Custom Homes, Inc",670422,http://cornellcustomhomes.com,91710,7,104,Toby Cornell,5670 Schaefer Ave Ste H,23,1,2,,5.0
,http://www.houzz.com/pro/lotusindigo/lotus-construction-group,16,(909) 621-1558,Lotus Construction Group,CSL# 801827,http://www.lotuscg.com,91711,84,84,Mark Ashworth,False,7,7,10,,4.9
,http://www.houzz.com/pro/billleisy/masterworks-construction-services-inc,13,(562) 961-0607,"Masterworks Construction Services, Inc.",,http://www.mworksconstruction.com,False,2,34,:,False,7,4,18,,5.0
,http://www.houzz.com/pro/artisanpacificgc/artisan-pacific-construction-inc,8,(323) 666-2369,Artisan Pacific Construction Inc.,881433,http://www.artisanpacific.com,90039,45,53,Scott Renner,2752 Clearwater,3,3,9,,5.0
5000,http://www.houzz.com/pro/cheneyshapiro/resourceful-developments,15,(323) 459-2787,Resourceful Developments,,http://www.resourcefuldevelopments.com,90026,5,92,Jud Williams & Cheney Shapiro,1810 Avalon St.,3,2,11,300000,5.0
,http://www.houzz.com/pro/ladesignbuild/la-design-build,5,(310) 601-1700,LA Design Build,895870,http://www.LADesignBuild.com,90210,8,151,LA Design Build,468 N.Camden Dr,84,3,7,,5.0
,http://www.houzz.com/pro/ckleinproperties/cklein-properties,18,(310) 623-1380,CKlein Properties,,http://CKleinProperties.com,90069,1,118,Christine Klein,9000 W. Sunset Blvd. Suite 1100,5,4,17,,4.9
,http://www.houzz.com/pro/calspecinc/cal-spec-inc,10,(760) 770-7060,Cal-Spec Inc.,B-891664,http://calspecinc.com,92211,12,43,Jerry Campbell,"42-335 Washington Street, suite F247",46,5,13,,4.9
,http://www.houzz.com/pro/buildermonte/amendt-construction,7,(805) 218-0432,Amendt Construction,B578447,http://amendtconstruction.com,93010,5,36,Monte Amendt,1565 Calle La Cumbre,1,2,16,,5.0
,http://www.houzz.com/pro/novelremodeling/novel-remodeling,6,(855) 456-6835,Novel Remodeling,908461,http://novelremodeling.houzz.com,90024,23,56,Harry Griffen,1015 Gayley Avenue,54,3,8,,4.3
,http://www.houzz.com/pro/alouk/louk-enterprise-inc,5,(310) 929-4770,"Louk Enterprise, Inc.",873019,http://www.loukenterprise.com,91364,16,20,Asher Louk,False,1,2,15,,5.0
,http://www.houzz.com/pro/bulloughconstruction/darrel-bullough,9,(661) 252-8333,Darrel Bullough,601042,http://bulloughconstruction.com,91384,2,33,Darrel Bullough,26943 Ruether Ave unit Q,2,2,17,,4.8
,http://www.houzz.com/pro/agouradesign/agoura-design-and-remodel,13,(818) 879-9662,Agoura Design and Remodel,961360,http://AgouraKB.com,91362,8,78,James Thurston,31200 La Baya Drive,145,4,12,,4.8
,http://www.houzz.com/pro/cmsprobuilders/cms-builders-and-restoration,9,(800) 601-2696,CMS BUILDERS AND RESTORATION,956007,http://cmsprobuilders.com/,91303,12,43,Christina or Omer Shiachi,7108 De Soto Ave #206,8,3,19,,5.0
,http://www.houzz.com/pro/galihaiun/mdh-builders-and-painting-contractors,32,(855) 328-9776,M.D.H. Builders & Painting Contractors,822756,http://www.venetianpros.com,91307,5,101,Gali Haiun,22525 Sherman way unit 401,38,4,10,,4.9
,http://www.houzz.com/pro/luxusconstruction/luxus-construction-and-design-inc,11,(310) 270-8596,Luxus Construction & Design INC.,964722,http://luxusconstruction.com,90210,5,46,Serg Lichwa,9663 Santa Monica Blvd. #411,25,3,7,,5.0
,http://www.houzz.com/pro/armfielddesign/armfield-design-and-construction,4,(310) 457-4222,Armfield Design & Construction,,http://www.armfielddesign.com,90265,13,979,Mark Armfield,28990 Pacific Coast Hwy. Suite 109,,2,19,,5.0
,http://www.houzz.com/pro/desertdesignbuilders/desert-design-builders,7,(760) 341-7303,Desert Design Builders,B711415,http://desertdesignbuilders.houzz.com,92261,1,52,Wally Hrdlicka,P.O. Box 4794,15,5,12,,5.0
,http://www.houzz.com/pro/jamiescabinets/jamies-kitchen-and-bath,13,(626) 280-4112,Jamie's Kitchen & Bath,982720,http://www.jamiescabinets.com,91770,13,66,Jamie's Kitchen Cabinets,3246 San Gabriel Blvd. Suite B,51,6,20,,5.0
,http://www.houzz.com/pro/ameagleinc/american-eagle-construction,20,(951) 283-0730,American Eagle Construction,878787,http://ameagleinc.houzz.com,92320,1,26,Kenny Rice,PO BOX 1192,2,4,14,,5.0
,http://www.houzz.com/pro/israel-gamburd/gamburd-inc,7,(888) 902-2237,Gamburd Inc,939455,http://www.gamburd.com,91331,3,63,Israel Gamburd,12405 Montague St,6,3,10,,5.0
,http://www.houzz.com/pro/prohgc/pro-touch-construction,9,(818) 782-3122,Pro Touch Construction,776552,http://prohgc.houzz.com,91316,,35,Pro Touch Construction,"17547 Ventura Blvd, 303C",9,3,18,,5.0
,http://www.houzz.com/pro/brendancallanan/combined-construction-services-inc,10,(888) 556-3454,"Combined Construction Services, Inc.",808265,http://combinedconstruction.com,90302,1,67,Brendan Callanan,810 w. Hyde Park Blvd.,0,3,14,,5.0
,http://www.houzz.com/pro/futurehb/future-home-builders-inc,4,(818) 591-7500,"Future Home Builders, Inc.",870227,http://www.futurehb.com,91364,12,92,Ofir Grushkovski,20929 Ventura Blvd. #142,28,4,16,,5.0
,http://www.houzz.com/pro/ericsskyline/skyline-construction-and-remodeling,18,(888) 216-1885,Skyline Construction And Remodeling,859873,http://ericsskyline.houzz.com,91364,2,78,Eric Saida,20058 Ventura Blvd #204,228,4,6,,4.8
,http://www.houzz.com/pro/hitechbuildersinc/hi-tech-builders-inc,12,(888) 433-7155,"Hi-Tech Builders, Inc.",,http://hi-techbuildersinc.com/,False,4,46,:,False,199,2,20,,5.0
,http://www.houzz.com/pro/moonisml1/sml-design-and-remodeling-inc,13,(310) 383-3313,SML Design & Remodeling Inc.,973862,http://moonisml1.houzz.com,90213,3,61,Mooni Levy,P.o.box 112,16,3,11,,5.0
40000,http://www.houzz.com/pro/kramnotsoc/restoration-coston,8,(323) 286-5512,Restoration Coston,,http://restorationcoston.com,90230,1,19,Mark Coston,10885 Flaxton St.,3,3,6,150000,4.7
,http://www.houzz.com/pro/clarkdev/clark-development-corporation,7,(760) 989-0099,Clark Development Corporation,893790,http://clarkdev.houzz.com,92203,1,47,Shaun Clark,"84573, Anchora Way",6,3,9,,4.8
,http://www.houzz.com/pro/urshomepretty/united-restoration-services-inc,8,(661) 945-2555,"United Restoration Services, Inc.",CSLB# 921571,http://www.unitedrestorationservices.net,93535,,23,Joy Isaman,410 E. Ave K-12 #111,2,2,13,,5.0
500,http://www.houzz.com/pro/dondebate/stonecrest-custom-homes-inc,13,(951) 837-1224,"Stonecrest Custom Homes, Inc.",,http://dondebate.houzz.com,92563,3,38,Don and David DeBate,40184 Julianne Dr.,,4,10,5000000,5.0
,http://www.houzz.com/pro/tal100/built-to-perfection-inc,27,(888) 955-0535,Built to Perfection Inc.,837987,http://www.builttoperfection.com,91303,1,29,Asher Ben Haim,22222 Sherman Way Blvd # 202,7,3,39,,5.0
,http://www.houzz.com/pro/trussellconst/trussell-construction,8,(661) 478-7644,TRUSSELL CONSTRUCTION,662980,http://www.trussellconstruction.com,93510,,38,Robert Trussell,32740 Wisconsin St,0,3,6,,4.8
,http://www.houzz.com/pro/cussnsam35/cuss-construction-inc,9,(818) 974-0641,"Cuss Construction, Inc.",608642,http://www.cussconstructioninc.com,91214,,70,Jim Sierra,False,133,4,16,,5.0
,http://www.houzz.com/pro/kathymagistrale/magistrale-construction,7,(626) 441-3630,Magistrale Construction,,http://www.MagistraleConstruction.com,91030,19,54,Kathy Magistrale,1125 Magnolia Street,13,3,6,,5.0
,http://www.houzz.com/pro/behrbuilding/behr-construction-company,11,(818) 952-2516,Behr Construction Company,,http://behrconstruction.com,False,6,55,:,False,0,3,38,,5.0
,http://www.houzz.com/pro/christopher-mccraw/mccraw-design-and-development,10,(310) 666-5279,McCraw Design & Development,864654,http://www.mccrawdesigndevelopment.com,90035,1,109,Christopher McCraw,1028 S Bedford St. Suite 5,285,3,13,,5.0
,http://www.houzz.com/pro/megagroupbuilders/mega-group-builders,11,(877) 231-7389,Mega Group Builders,461004,http://megagroupbuilders.com,91411,2,36,Mega Group Builders,5900 Sepulveda Blvd #550,58,3,9,,5.0
1000000,http://www.houzz.com/pro/jasonmaltas/gordon-gibson-construction,3,(310) 396-9310,Gordon Gibson Construction,,http://www.gordongibsonconstruction.com,False,2,205,:,False,3,2,12,14000000,5.0
,http://www.houzz.com/pro/ofershaer/bedrock-remodeling-and-building-inc,5,668-7252,Bedrock Remodeling & Building Inc,1003213,http://www.remodelingtrust.com,91607,13,6,Ofer Shaer,False,0,3,5,,5.0
,http://www.houzz.com/pro/yalieliam/just-do-it-builders,10,(877) 415-7033,JUST DO IT BUILDERS,,http://www.justdoitbuilders.com,False,,16,:,False,0,2,7,,4.6
,http://www.houzz.com/pro/rglcrpt1/regal-restoration,9,(877) 772-3725,Regal Restoration,907599,http://www.regal-restoration.com,91303,,1,Danny Forster,False,1,3,5,,5.0
,http://www.houzz.com/pro/vedeno/eden-builders,12,(888) 973-6635,Eden Builders,891510,http://www.eden-builders.com,91364,1,36,Ron O Litman,4616 Santa Lucia drive,15,4,19,,5.0
2500,http://www.houzz.com/pro/advanceddesigntofinish/advanced-design-to-finish,10,(661) 803-6624,Advanced Design to Finish,,http://www.homeimprovement-la.com,False,2,37,:,False,1,2,17,50000,5.0
,http://www.houzz.com/pro/domiciledr/gregory-greenwood-construction,4,(310) 360-6173,Gregory Greenwood Construction,714663,http://domiciledr.houzz.com,91316,5,28,Gregory Greenwood,False,2,1,15,,5.0
,http://www.houzz.com/pro/crivellobros/crivello-bros-construction,8,(310) 363-0639,Crivello Bros. Construction,B965896,http://www.crivellobros.com,90275,1,78,JP Crivello,Call For An Appointment,8,5,11,,5.0
,http://www.houzz.com/pro/socalbuilders3226/so-cal-builders,7,(760) 343-1134,So-Cal Builders,713168,http://www.so-calbuilders.com,92255,,82,Michael Roberts,PO Box 14055,237,3,27,,5.0
,http://www.houzz.com/pro/mysocalbuilders/so-cal-builders-and-design,7,(888) 877-1585,So Cal Builders & Design,990258,http://mysocalbuilders.com,91423,1,6,Aviad,False,0,3,13,,5.0
,http://www.houzz.com/pro/rwthomeremodeling/rwt-design-and-construction,6,(818) 841-8600,RWT Design & Construction,725868,http://www.rwthomeremodeling.com,91504,,58,Romney Tripp,2901 Floyd St.,64,3,11,,5.0
,http://www.houzz.com/pro/gulaandson/dave-gula-construction,8,(909) 985-5539,Dave Gula Construction,321874,http://davegulaconstruction.com,91784,,2,Dave Gula,False,1,2,3,,5.0
,http://www.houzz.com/pro/allenconstructiondesign/allen-construction-and-design,7,(805) 390-9822,Allen Construction and Design,983323,http://www.allenconstructionanddesign.com,93021,,21,Geordan and Julie Allen,11845 Barletta Pl.,0,3,5,,4.8
,http://www.houzz.com/pro/michael-lindley/michael-david-lindley,7,(805) 643-3446,Michael David Lindley,B-632-174,http://michaeldavidlindley.com,93001,,36,Michael Lindley,142 W. Center St.,13,3,10,,5.0
,http://www.houzz.com/pro/americanhomeimprovement-inc/american-home-improvement-inc,6,(800) 774-0420,American Home Improvement Inc,835537,http://american-home-improvement.com,91364,,88,American Home Improvement Inc.,False,167,2,6,,5.0
,http://www.houzz.com/pro/lbbuilders12/leising-builders,7,(760) 703-8684,Leising Builders,B428940,http://www.leisingbuilders.com,92028,,13,James Leising,False,1,2,10,,5.0
,http://www.houzz.com/pro/ushomdevelopers/us-home-developers-inc,7,(888) 407-9905,US Home Developers Inc,947505,http://ushomedevelopers.com,91367,5,96,Jeff Sabach,19737 Ventura blvd #310A,33,3,31,,5.0
,http://www.houzz.com/pro/davidmarshallpowers/dave-powers-construction,4,(310) 261-9874,Dave Powers Construction,902159,http://www.davepowersconstruction.com,90277,6,70,Dave Powers,"145 Paseo de la Concha, Unit B",13,,15,,5.0
,http://www.houzz.com/pro/complete-building-concepts/complete-building-concepts,10,(805) 236-5369,Complete Building Concepts,827876,http://complete_building_concepts.houzz.com,91320,,19,Robert Besinger,False,5,2,14,,5.0
,http://www.houzz.com/pro/broombaths/b-room,6,(818) 871-0961,B-Room,964744,http://www.BRoom.Build,91307,1,53,Julien Chouipe,23838 Haynes St,20,3,8,,5.0
,http://www.houzz.com/pro/tonybrunner/country-club-remodeler,4,(760) 772-4300,Country Club Remodeler,CSLB Lic #873115,http://www.CountryClubRemodeler.com,92211,7,41,Tony Brunner,"77570 Springfield Lane, Suite O",19,,12,,4.0
,http://www.houzz.com/pro/bryanwfisher/l-l-p-construction,11,(310) 922-4034,L L P Construction,905116,http://llpconstructionla.com,90049,10,82,Bryan Fisher,840 Norway Lane,4,7,9,,5.0
,http://www.houzz.com/pro/grenierconstruction/grenier-construction,7,(818) 652-7343,Grenier Construction,636045,http://www.grenierdevelopment.com,90069,1,8,Richard Grenier,False,4,2,14,,5.0
,http://www.houzz.com/pro/markvarnum/mark2-construction,5,(805) 388-2411,Mark2 Construction,337875,http://mark2construction.com,93012,1,14,Mark Varnum,3222 corte Malpaso # 201,0,1,16,,5.0
250,http://www.houzz.com/pro/thewellplannedhome/the-well-planned-home,4,(310) 948-4403,The Well Planned Home,,http://thewellplannedhome.com,90066,16,37,Donna Sanders,False,25,2,5,1000,5.0
,http://www.houzz.com/pro/cmcfloors/cmc-hardwood-floors,5,(508) 250-1140,CMC Hardwood Floors,CA Lic.#966964,http://www.cmchardwoodfloors.com,90046,2,20,Marcos Proti,8948 Wonderland Avenue,6,2,8,,5.0
,http://www.houzz.com/pro/akashaven/haven-and-associates,32,(818) 532-7496,Haven & Associates,B - 720984,http://www.havenassociatesllc.com,91361,2,54,Gary Haven,"2641 Townsgate Road, Suite 500",23,5,43,,5.0
,http://www.houzz.com/pro/reva-kussmaul/eye-for-detail-inc,4,(626) 791-6283,"Eye for Detail, Inc.",811341,http://eyefordetailinc.com,91104,2,62,Reva Kussmaul,1450 Whitefield Rd.,13,3,13,,5.0
,http://www.houzz.com/pro/gopro7797/gopro-remodeling-inc,6,(888) 755-4747,GoPro Remodeling Inc.,989654,http://www.GoProRemodeling.com,91356,,18,Meron Elbaz,18375 Ventura Blvd #455,0,2,9,,4.8
,http://www.houzz.com/pro/ranihafner/inception-home-remodeling,7,(800) 905-4935,Inception Home Remodeling,895039,http://www.inceptionhomeremodeling.com,91411,6,84,Rani Hafner,5627 Sepulveda Blvd. Suite #205,55,4,6,,4.4
,http://www.houzz.com/pro/californiaconstructioncenter/california-construction-center-inc,23,(800) 519-6531,"California Construction Center, Inc.",,http://www.caconstructioncenter.com,False,,96,:,False,1,2,9,,5.0
,http://www.houzz.com/pro/timberwolfconstruction/timberwolf-construction,5,(909) 534-4308,Timberwolf Construction,1007846,http://www.TimberwolfConstruction.net,92352,1,27,August Ambrozic,PO Box 596,0,2,14,,5.0
,http://www.houzz.com/pro/waconahconstruction/waconah-construction,16,(310) 617-3563,Waconah Construction,908219,http://www.WaconahConstruction.com,90292,,19,Chris Mulhern,25 Eastwind St. #3,3,5,10,,5.0
,http://www.houzz.com/pro/rexrom/rex-romano-builders,7,(909) 626-3019,Rex Romano Builders,763385,http://rexrom.houzz.com,91711,,10,Rex Romano,316 Georgetown Pl,0,3,25,,5.0
,http://www.houzz.com/pro/schneidercustomhome/schneider-custom-homes,2,(310) 923-6565,Schneider Custom Homes,923800,http://www.BuildSCH.com,90254,14,143,Carl Schneider,106 Hill Street,62,4,5,,5.0
,http://www.houzz.com/pro/capital-construction/capital-construction-and-development-inc,6,(323) 951-9897,"Capital Construction & Development, Inc.",856150,http://www.capitalbuilds.com,90035,,42,Aharon Vaknin,1127 S. Alfred St,11,2,18,,4.8
,http://www.houzz.com/pro/bargol/four-seasons-builders,7,(818) 929-9069,Four Seasons Builders,990126,http://www.fourseasonsbuilders.biz,91505,,14,Mike Litman,4140 warner blvd,1,2,4,,5.0
,http://www.houzz.com/pro/wri1/west-remodeling,7,(818) 952-9911,West Remodeling,811614,http://wri1.houzz.com,91105,,19,Rick West,408 South Pasadena Ave. #1,9,2,7,,5.0
,http://www.houzz.com/pro/flooringsupply/flooring-supply-shop,3,(323) 731-8453,Flooring Supply Shop,,http://www.flooringsupplyshop.com,False,30,24,:,False,8,2,18,,5.0
,http://www.houzz.com/pro/rbkrost/conspec-building-systems,9,(626) 796-8413,ConSpec Building Systems,736784,http://www.conspec.com,91106,1,33,Roger Krost,677 South Lake Avenue,3,5,4,,5.0
,http://www.houzz.com/pro/benbayan/baypost-builders-inc,4,(310) 926-8225,"Baypost Builders, Inc",979440,http://benbayan.houzz.com,90068,3,17,Ben Bayan,3081 Hollyridge Dr.,7,1,7,,5.0
,http://www.houzz.com/pro/frankdimarco/pacific-coast-design-group,5,(310) 573-4242,Pacific Coast Design Group,1003008,http://www.pacificcoastdesigngroup.com,90272,3,21,Frank DiMarco,16700 Bollinger Dr,6,3,6,,5.0
,http://www.houzz.com/pro/skyline2014/california-skyline-remodeling,11,(866) 562-2757,California Skyline Remodeling,879490,http://caslr.com,91403,,4,joe bechor,4570 van nuys blvd #540,0,3,2,,5.0
,http://www.houzz.com/pro/panczakconstruction/panczak-construction,4,(805) 551-2586,Panczak Construction,980276,http://www.panczakconstruction.com,91361,2,13,Joseph Panczak,1604 Brentford Avenue,5,3,33,,5.0
,http://www.houzz.com/pro/firstrateremodeling/first-rate-remodeling-inc,4,(714) 922-0014,"First Rate Remodeling, Inc.",B#807421,http://firstrateremodeling.com,90706,3,23,Robert Cline,False,25,1,6,,5.0
,http://www.houzz.com/pro/scheerconstruction/scheer-construction,4,(818) 509-9796,Scheer Construction,697213,http://www.scheerconstructioninc.com,91601,1,90,Dennis Scheer,11145 Burbank Blvd,46,,5,,5.0
